,code,date,close,open,low,high,volume,avg_price,turnover_rate
469811,002807,20170922,10.670415,10.72089,10.66032,10.78146,14125127.0,10.70544465,1.9665
469812,002810,20170922,29.769261,30.311799,29.1363,30.492645,1180598.0,29.72384856,2.3077
469813,002815,20170922,33.307959999999994,32.81188399999999,32.619527999999995,33.530688,1883568.0,33.20196171999999,3.7671
469814,002832,20170922,53.0112,53.28228,52.40880000000001,53.28228,263675.0,52.82044,0.9887
469815,002837,20170922,57.591512,57.591512,57.591512,57.591512,0.0,57.591512,0.0
469816,002838,20170922,60.50907199999999,60.41867,59.96665999999999,61.096685,474523.0,60.57627082,1.5064
469817,002839,20170922,14.449032,14.680458,14.449032,14.901822,14649378.0,14.6558061,8.1043
469818,002840,20170922,27.928498,28.269824,27.787952,28.269824,607269.0,27.88382445,1.3596
469819,002847,20170922,41.534865,41.04315,40.982940000000006,42.106860000000005,8770679.0,41.3309538,28.2925
469820,002851,20170922,42.11,40.8,40.66,42.35,2810716.0,41.7916,6.3162
469821,002859,20170922,105.817181,113.42036000000002,104.964019,115.126684,17068556.0,109.17788649,29.3274
469822,002865,20170922,25.117633,24.0456,23.74503,25.307994,6887434.0,24.73881461,22.9581
469823,002891,20170922,39.76,39.6,38.5,40.18,2547962.0,39.2929,10.1918
469824,002895,20170922,39.8,36.0,35.2,39.8,15630043.0,38.1853,39.0653
469825,300002,20170922,117.516656,119.050816,115.062,119.357648,8888053.0,117.30494192,0.6425
469826,300007,20170922,73.368859,73.533087,72.629833,74.06682799999999,4645626.0,73.36311101999999,2.0744
469827,300027,20170922,141.371145,140.01615,139.564485,142.274475,25501750.0,141.21306225,1.3283
469828,300031,20170922,131.7267,133.34895,129.06621,134.58185999999998,3484221.0,132.12901799999997,1.3573
469829,300034,20170922,58.465335,58.465335,58.465335,58.465335,0.0,58.465335,0.0
